timestamp,user_id,product_id,category,clicks,cart_adds,avg_price,time_on_page,hour_of_day,day_of_week,is_weekend,products_viewed,has_purchased_before,purchased
2025-01-01 07:45:00,user_00444,prod_0345,Beauty,1,0,65.03,59.12,7,2,0,14,0,0
2025-01-01 07:50:00,user_00807,prod_0032,Books,15,1,19.22,185.21,7,2,0,9,0,1
2025-01-01 07:55:00,user_02780,prod_0410,Electronics,4,0,123.14,119.25,7,2,0,2,0,0
2025-01-01 08:00:00,user_02037,prod_0099,Clothing,5,0,117.22,147.79,8,2,0,11,0,0
2025-01-01 08:05:00,user_04394,prod_0230,Clothing,10,1,105.18,229.88,8,2,0,5,0,0
2025-01-01 08:10:00,user_03457,prod_0094,Home,10,0,46.61,385.66,8,2,0,8,0,0
2025-01-01 08:15:00,user_03790,prod_0128,Electronics,1,1,418.97,44.87,8,2,0,10,0,0
2025-01-01 08:20:00,user_03631,prod_0414,Sports,1,1,168.49,55.44,8,2,0,2,0,0
2025-01-01 08:25:00,user_00803,prod_0026,Beauty,2,0,68.89,74.0,8,2,0,3,0,0
2025-01-01 08:30:00,user_04429,prod_0429,Electronics,1,0,436.05,48.54,8,2,0,4,0,0
2025-01-01 08:35:00,user_00765,prod_0475,Clothing,1,0,100.72,47.48,8,2,0,3,0,0
2025-01-01 08:40:00,user_01363,prod_0209,Books,1,1,10.04,57.22,8,2,0,3,0,1
2025-01-01 08:45:00,user_03944,prod_0110,Books,4,0,36.18,70.21,8,2,0,12,0,0
2025-01-01 08:50:00,user_00481,prod_0085,Books,5,2,22.83,100.09,8,2,0,1,0,1
2025-01-01 08:55:00,user_00018,prod_0200,Home,5,0,264.53,240.26,8,2,0,3,0,0
2025-01-01 09:00:00,user_03728,prod_0147,Books,5,2,33.93,189.6,9,2,0,9,0,0
2025-01-01 09:05:00,user_04553,prod_0339,Beauty,2,0,48.62,117.47,9,2,0,6,0,0
2025-01-01 09:10:00,user_03987,prod_0080,Clothing,5,1,82.47,174.72,9,2,0,6,0,1
2025-01-01 09:15:00,user_02431,prod_0112,Electronics,4,1,128.97,104.42,9,2,0,6,0,0
2025-01-01 09:20:00,user_04745,prod_0377,Sports,4,0,30.53,50.39,9,2,0,9,0,0
2025-01-01 09:25:00,user_00500,prod_0383,Home,3,1,51.63,97.85,9,2,0,3,0,1
2025-01-01 09:30:00,user_00469,prod_0026,Sports,2,0,82.58,94.43,9,2,0,13,0,0
2025-01-01 09:35:00,user_03906,prod_0258,Sports,2,0,138.81,88.02,9,2,0,13,0,0
2025-01-01 09:40:00,user_01290,prod_0030,Sports,4,0,153.69,140.97,9,2,0,2,1,0
2025-01-01 09:45:00,user_00657,prod_0436,Clothing,2,0,133.55,111.24,9,2,0,12,0,0
2025-01-01 09:50:00,user_00562,prod_0305,Electronics,4,0,410.4,122.61,9,2,0,6,0,0
2025-01-01 09:55:00,user_01927,prod_0207,Electronics,5,0,305.93,114.53,9,2,0,5,0,0
2025-01-01 10:00:00,user_04667,prod_0127,Sports,3,0,82.91,130.41,10,2,0,9,0,0
2025-01-01 10:05:00,user_04871,prod_0021,Sports,3,0,141.17,156.63,10,2,0,12,0,0
2025-01-01 10:10:00,user_00672,prod_0215,Beauty,3,0,69.4,63.71,10,2,0,5,1,0
2025-01-01 10:15:00,user_04782,prod_0290,Sports,2,0,191.57,106.79,10,2,0,8,0,0
2025-01-01 10:20:00,user_02592,prod_0479,Home,3,0,220.26,44.09,10,2,0,8,0,0
2025-01-01 10:25:00,user_01674,prod_0343,Beauty,10,0,85.62,532.3,10,2,0,1,0,0
2025-01-01 10:30:00,user_02574,prod_0123,Home,3,0,136.34,179.91,10,2,0,6,0,0
2025-01-01 10:35:00,user_03243,prod_0068,Beauty,20,1,93.68,638.17,10,2,0,2,0,0
2025-01-01 10:40:00,user_02458,prod_0235,Home,2,1,31.55,89.55,10,2,0,12,0,0
2025-01-01 10:45:00,user_00595,prod_0005,Books,2,0,35.7,74.24,10,2,0,8,0,0
2025-01-01 10:50:00,user_04613,prod_0052,Electronics,1,0,252.08,50.65,10,2,0,2,0,0
2025-01-01 10:55:00,user_04405,prod_0110,Sports,4,0,91.51,135.84,10,2,0,3,0,0
2025-01-01 11:00:00,user_02173,prod_0068,Home,1,0,175.57,23.63,11,2,0,4,0,0
2025-01-01 11:05:00,user_00564,prod_0451,Clothing,1,1,44.0,31.23,11,2,0,6,0,0
2025-01-01 11:10:00,user_03028,prod_0146,Clothing,1,0,98.21,40.55,11,2,0,10,0,0
2025-01-01 11:15:00,user_03590,prod_0427,Sports,4,0,142.5,193.33,11,2,0,10,0,0
2025-01-01 11:20:00,user_02479,prod_0314,Beauty,1,0,66.6,37.33,11,2,0,10,0,0
2025-01-01 11:25:00,user_04334,prod_0005,Beauty,1,0,76.58,10.79,11,2,0,8,0,0
2025-01-01 11:30:00,user_04544,prod_0154,Beauty,3,0,42.49,64.0,11,2,0,9,0,0
2025-01-01 11:35:00,user_00849,prod_0481,Clothing,4,0,103.22,131.37,11,2,0,6,0,0
2025-01-01 11:40:00,user_02167,prod_0060,Electronics,3,0,392.26,133.5,11,2,0,9,0,0
2025-01-01 11:45:00,user_04533,prod_0080,Home,2,1,294.93,117.42,11,2,0,6,1,0
2025-01-01 11:50:00,user_02309,prod_0310,Clothing,2,1,101.07,98.2,11,2,0,2,0,1
2025-01-01 11:55:00,user_02809,prod_0105,Beauty,1,0,38.77,57.12,11,2,0,2,0,0
2025-01-01 12:00:00,user_02163,prod_0259,Books,2,1,14.65,107.8,12,2,0,14,0,1
2025-01-01 12:05:00,user_02058,prod_0464,Electronics,1,1,229.01,56.64,12,2,0,2,0,0
2025-01-01 12:10:00,user_00757,prod_0325,Books,5,0,30.1,141.88,12,2,0,8,0,0
2025-01-01 12:15:00,user_02267,prod_0023,Electronics,1,0,410.69,52.57,12,2,0,13,0,0
2025-01-01 12:20:00,user_02733,prod_0395,Clothing,2,0,44.93,49.74,12,2,0,7,0,0
2025-01-01 12:25:00,user_02146,prod_0083,Beauty,1,0,84.19,40.76,12,2,0,4,0,0
2025-01-01 12:30:00,user_03620,prod_0283,Beauty,4,0,55.94,75.38,12,2,0,13,0,0
2025-01-01 12:35:00,user_03504,prod_0288,Electronics,2,0,107.68,21.21,12,2,0,2,0,0
2025-01-01 12:40:00,user_00917,prod_0039,Beauty,1,0,27.69,16.36,12,2,0,2,0,0
2025-01-01 12:45:00,user_01222,prod_0280,Electronics,2,0,257.79,51.54,12,2,0,1,0,0
2025-01-01 12:50:00,user_03025,prod_0299,Sports,1,1,92.61,21.35,12,2,0,1,0,0
2025-01-01 12:55:00,user_01214,prod_0221,Clothing,1,0,108.43,13.56,12,2,0,8,0,0
2025-01-01 13:00:00,user_00343,prod_0158,Home,2,0,284.43,74.96,13,2,0,6,0,0
2025-01-01 13:05:00,user_00327,prod_0461,Home,1,0,237.69,16.07,13,2,0,14,0,0
2025-01-01 13:10:00,user_01721,prod_0350,Clothing,10,0,61.89,560.15,13,2,0,12,0,1
2025-01-01 13:15:00,user_00843,prod_0182,Sports,1,0,53.64,56.42,13,2,0,12,0,0
2025-01-01 13:20:00,user_03330,prod_0499,Sports,3,0,69.14,99.08,13,2,0,8,0,0
2025-01-01 13:25:00,user_01267,prod_0474,Clothing,1,0,117.91,44.26,13,2,0,4,0,0
2025-01-01 13:30:00,user_01332,prod_0500,Clothing,2,1,90.49,88.89,13,2,0,7,0,0
2025-01-01 13:35:00,user_03378,prod_0013,Clothing,2,0,125.53,107.98,13,2,0,2,0,0
2025-01-01 13:40:00,user_02722,prod_0401,Books,3,0,32.17,35.3,13,2,0,1,0,0
2025-01-01 13:45:00,user_02033,prod_0137,Clothing,4,0,129.46,168.67,13,2,0,10,1,0
2025-01-01 13:50:00,user_00886,prod_0196,Electronics,2,0,378.25,78.82,13,2,0,4,0,0
2025-01-01 13:55:00,user_03856,prod_0114,Clothing,1,0,26.86,26.11,13,2,0,14,0,0
2025-01-01 14:00:00,user_03771,prod_0180,Home,3,1,170.48,65.38,14,2,0,4,0,0
2025-01-01 14:05:00,user_01865,prod_0115,Electronics,4,0,219.78,238.23,14,2,0,12,0,0
2025-01-01 14:10:00,user_01583,prod_0205,Home,3,0,37.07,107.71,14,2,0,13,0,0
2025-01-01 14:15:00,user_02283,prod_0443,Electronics,5,0,250.77,207.79,14,2,0,14,0,0
2025-01-01 14:20:00,user_02287,prod_0180,Beauty,2,0,70.84,115.66,14,2,0,14,0,0
2025-01-01 14:25:00,user_04174,prod_0205,Beauty,1,0,86.81,23.41,14,2,0,9,0,0
2025-01-01 14:30:00,user_04393,prod_0170,Electronics,1,1,155.7,43.19,14,2,0,4,0,0
2025-01-01 14:35:00,user_00945,prod_0450,Home,2,1,163.51,39.12,14,2,0,1,0,0
2025-01-01 14:40:00,user_01463,prod_0298,Home,3,0,90.84,108.51,14,2,0,13,0,0
2025-01-01 14:45:00,user_00314,prod_0056,Sports,2,0,100.01,86.42,14,2,0,9,0,0
2025-01-01 14:50:00,user_03560,prod_0177,Beauty,2,0,19.42,98.63,14,2,0,7,1,0
2025-01-01 14:55:00,user_02570,prod_0224,Sports,4,0,69.71,152.04,14,2,0,12,0,0
2025-01-01 15:00:00,user_04190,prod_0060,Books,1,0,14.22,29.02,15,2,0,3,0,0
2025-01-01 15:05:00,user_04724,prod_0098,Home,1,0,104.64,54.85,15,2,0,2,0,0
2025-01-01 15:10:00,user_00364,prod_0363,Books,4,0,49.34,76.84,15,2,0,5,0,0
2025-01-01 15:15:00,user_00014,prod_0267,Sports,2,0,80.94,68.54,15,2,0,5,0,0
2025-01-01 15:20:00,user_01615,prod_0187,Books,1,1,32.39,54.51,15,2,0,14,0,0
2025-01-01 15:25:00,user_00574,prod_0486,Beauty,2,0,70.39,51.41,15,2,0,8,0,0
2025-01-01 15:30:00,user_02705,prod_0320,Home,2,0,57.17,65.04,15,2,0,10,0,0
2025-01-01 15:35:00,user_01021,prod_0369,Home,3,0,98.57,77.24,15,2,0,8,0,0
2025-01-01 15:40:00,user_04155,prod_0159,Beauty,5,0,40.95,103.16,15,2,0,3,0,0
2025-01-01 15:45:00,user_03346,prod_0168,Books,4,1,45.95,40.04,15,2,0,11,0,0
2025-01-01 15:50:00,user_02423,prod_0284,Clothing,2,1,69.45,93.99,15,2,0,10,1,1
2025-01-01 15:55:00,user_01572,prod_0216,Beauty,3,1,62.53,124.24,15,2,0,9,0,0
2025-01-01 16:00:00,user_03106,prod_0347,Beauty,1,0,40.61,39.92,16,2,0,3,0,0
2025-01-01 16:05:00,user_01426,prod_0316,Sports,3,0,198.08,109.7,16,2,0,14,0,0
2025-01-01 16:10:00,user_02466,prod_0208,Sports,3,1,129.82,44.08,16,2,0,13,0,0
2025-01-01 16:15:00,user_00004,prod_0156,Home,1,1,52.2,27.04,16,2,0,4,0,0
2025-01-01 16:20:00,user_01722,prod_0221,Sports,3,0,92.29,127.83,16,2,0,2,0,0
2025-01-01 16:25:00,user_04970,prod_0336,Home,15,0,30.79,329.14,16,2,0,10,1,1
2025-01-01 16:30:00,user_03810,prod_0227,Books,2,0,30.66,41.91,16,2,0,11,0,0
2025-01-01 16:35:00,user_01751,prod_0262,Books,2,0,21.11,101.82,16,2,0,5,0,0
2025-01-01 16:40:00,user_01391,prod_0338,Electronics,5,0,380.9,152.76,16,2,0,8,0,0
2025-01-01 16:45:00,user_02325,prod_0264,Beauty,3,0,75.99,154.44,16,2,0,1,0,0
2025-01-01 16:50:00,user_02746,prod_0048,Clothing,1,0,67.98,14.01,16,2,0,9,1,0
2025-01-01 16:55:00,user_02543,prod_0116,Clothing,3,0,21.32,138.6,16,2,0,11,0,0
2025-01-01 17:00:00,user_01208,prod_0013,Electronics,4,1,428.01,222.03,17,2,0,14,0,0
2025-01-01 17:05:00,user_02006,prod_0244,Sports,3,0,73.19,148.35,17,2,0,12,0,0
2025-01-01 17:10:00,user_00597,prod_0234,Books,2,0,10.49,59.3,17,2,0,8,0,0
2025-01-01 17:15:00,user_04716,prod_0100,Beauty,2,0,69.14,54.06,17,2,0,11,0,0
2025-01-01 17:20:00,user_03146,prod_0254,Books,3,0,28.16,102.84,17,2,0,8,1,0
2025-01-01 17:25:00,user_01999,prod_0076,Beauty,1,0,27.5,34.39,17,2,0,10,1,1
2025-01-01 17:30:00,user_00046,prod_0458,Electronics,10,0,455.36,294.74,17,2,0,13,1,0
2025-01-01 17:35:00,user_03483,prod_0113,Clothing,15,0,41.88,681.76,17,2,0,10,0,1
2025-01-01 17:40:00,user_04244,prod_0238,Electronics,1,1,323.08,34.44,17,2,0,3,0,0
2025-01-01 17:45:00,user_04567,prod_0128,Electronics,2,0,417.01,110.69,17,2,0,11,1,0
2025-01-01 17:50:00,user_03740,prod_0069,Books,2,1,41.77,114.4,17,2,0,1,1,1
2025-01-01 17:55:00,user_04352,prod_0287,Sports,1,0,123.47,40.29,17,2,0,9,0,0
2025-01-01 18:00:00,user_02600,prod_0487,Books,5,0,42.26,64.87,18,2,0,13,0,0
2025-01-01 18:05:00,user_04136,prod_0219,Sports,5,0,187.12,169.21,18,2,0,13,0,0
2025-01-01 18:10:00,user_03653,prod_0460,Clothing,2,0,126.57,119.05,18,2,0,2,0,0
2025-01-01 18:15:00,user_03889,prod_0231,Home,1,0,229.93,42.93,18,2,0,1,0,0
2025-01-01 18:20:00,user_02026,prod_0431,Beauty,1,0,24.43,50.41,18,2,0,13,0,1
2025-01-01 18:25:00,user_02272,prod_0393,Sports,1,1,108.7,45.51,18,2,0,8,0,1
2025-01-01 18:30:00,user_03970,prod_0321,Clothing,1,1,72.66,42.02,18,2,0,5,0,1
2025-01-01 18:35:00,user_02250,prod_0226,Electronics,2,0,175.14,83.71,18,2,0,2,0,0
2025-01-01 18:40:00,user_02341,prod_0121,Home,4,1,68.58,96.85,18,2,0,2,0,0
2025-01-01 18:45:00,user_02752,prod_0164,Sports,1,0,128.86,39.16,18,2,0,8,0,0
2025-01-01 18:50:00,user_00661,prod_0071,Clothing,3,0,66.83,163.78,18,2,0,13,0,0
2025-01-01 18:55:00,user_01895,prod_0197,Beauty,10,1,72.45,169.56,18,2,0,5,0,0
2025-01-01 19:00:00,user_01252,prod_0362,Clothing,10,1,111.33,124.09,19,2,0,5,0,1
2025-01-01 19:05:00,user_00527,prod_0213,Books,5,0,10.12,188.02,19,2,0,4,1,1
2025-01-01 19:10:00,user_02711,prod_0278,Books,3,0,34.31,127.75,19,2,0,2,0,0
2025-01-01 19:15:00,user_03407,prod_0032,Clothing,1,0,95.29,49.1,19,2,0,5,0,0
2025-01-01 19:20:00,user_03442,prod_0200,Sports,1,0,111.25,36.55,19,2,0,6,0,0
2025-01-01 19:25:00,user_00161,prod_0439,Sports,5,0,63.47,264.28,19,2,0,6,0,0
2025-01-01 19:30:00,user_03117,prod_0245,Electronics,4,0,206.23,114.35,19,2,0,11,0,0
2025-01-01 19:35:00,user_02882,prod_0153,Books,5,1,21.65,274.86,19,2,0,13,0,1
2025-01-01 19:40:00,user_03433,prod_0276,Beauty,2,0,99.26,74.45,19,2,0,12,0,0
2025-01-01 19:45:00,user_04474,prod_0410,Sports,3,0,196.79,165.96,19,2,0,12,0,0
2025-01-01 19:50:00,user_01807,prod_0250,Clothing,10,0,90.05,348.66,19,2,0,9,0,1
2025-01-01 19:55:00,user_02236,prod_0224,Books,10,0,13.05,329.83,19,2,0,10,0,0
2025-01-01 20:00:00,user_00238,prod_0200,Home,3,1,212.07,88.78,20,2,0,12,1,1
2025-01-01 20:05:00,user_03313,prod_0371,Clothing,10,3,147.55,136.54,20,2,0,6,0,1
2025-01-01 20:10:00,user_03829,prod_0471,Clothing,4,0,110.78,210.84,20,2,0,14,0,0
2025-01-01 20:15:00,user_04376,prod_0014,Books,3,0,29.96,83.55,20,2,0,12,0,0
2025-01-01 20:20:00,user_04849,prod_0289,Beauty,1,0,55.88,43.12,20,2,0,10,1,0
2025-01-01 20:25:00,user_00223,prod_0043,Beauty,20,2,17.77,257.7,20,2,0,7,0,1
2025-01-01 20:30:00,user_03512,prod_0070,Books,4,0,19.62,60.36,20,2,0,10,0,0
2025-01-01 20:35:00,user_01489,prod_0026,Home,1,1,90.72,31.38,20,2,0,12,0,0
2025-01-01 20:40:00,user_03106,prod_0168,Clothing,2,1,136.03,40.47,20,2,0,13,0,0
2025-01-01 20:45:00,user_03725,prod_0168,Home,3,0,109.72,154.01,20,2,0,13,0,0
2025-01-01 20:50:00,user_03106,prod_0143,Books,2,1,21.6,74.67,20,2,0,9,0,0
2025-01-01 20:55:00,user_02067,prod_0428,Electronics,2,0,489.23,92.93,20,2,0,12,0,0
2025-01-01 21:00:00,user_03853,prod_0010,Beauty,3,0,38.07,48.8,21,2,0,11,1,0
2025-01-01 21:05:00,user_04419,prod_0027,Home,1,0,132.79,23.45,21,2,0,14,0,0
2025-01-01 21:10:00,user_01837,prod_0333,Electronics,1,0,340.62,35.44,21,2,0,4,1,0
2025-01-01 21:15:00,user_00330,prod_0387,Electronics,1,0,139.29,11.54,21,2,0,9,0,0
2025-01-01 21:20:00,user_02026,prod_0103,Electronics,2,1,442.61,58.05,21,2,0,4,0,0
2025-01-01 21:25:00,user_01249,prod_0123,Clothing,2,0,21.48,90.49,21,2,0,3,0,0
2025-01-01 21:30:00,user_03880,prod_0343,Electronics,2,0,223.53,42.67,21,2,0,11,1,0
2025-01-01 21:35:00,user_04621,prod_0486,Clothing,2,0,107.45,103.28,21,2,0,3,0,0
2025-01-01 21:40:00,user_03810,prod_0359,Home,1,0,81.69,53.9,21,2,0,5,0,0
2025-01-01 21:45:00,user_03022,prod_0086,Sports,1,0,190.28,43.57,21,2,0,7,0,0
2025-01-01 21:50:00,user_04975,prod_0494,Beauty,4,0,59.09,75.87,21,2,0,6,0,0
2025-01-01 21:55:00,user_00939,prod_0399,Clothing,3,0,46.58,141.02,21,2,0,2,0,0
2025-01-01 22:00:00,user_02549,prod_0056,Sports,10,1,41.11,411.82,22,2,0,2,0,1
